2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
48224165.0,48766515.437019855,47034526.540710755,47478578.36263618,48929171.90569744,47185354.061135374,46490179.04259329,46273882.87965616,47893661.420405604,45809581.05952481,48126141.1295469,47352943.180917665,46429119.61018663,47426573.94150133,48440749.79625102
47901256.666666664,48259786.925641395,49098518.89338732,46818878.22241398,45874491.27701375,47136068.995633185,49364239.54014324,47812447.170487106,48623359.48633623,47917795.31525481,47938825.78174856,51048632.22125366,47872039.16521099,48793245.039885454,47885718.011409946
47435735.0,48458869.401362516,47286350.6522717,50524328.55139683,54905794.69548134,47740318.77729258,49670263.852242745,48936335.95988539,48821757.10594315,48701066.24128956,47958802.64837269,47265700.13471749,51604700.744690634,46575287.379832275,47166552.56723716
46776815.0,49051695.89795622,46960370.44534413,47574564.90130515,45895138.50687623,47352241.92139738,47781866.754617415,47746136.28223496,47155268.96875734,47560961.29628075,47739646.61774091,46426149.55226246,49381694.4010297,48733628.5538965,46981193.15403423
46687231.666666664,46422030.729091175,45886241.56545209,47934635.96160069,47081032.22003929,51405385.15283843,47225755.74820957,46943030.98137536,47320129.19896641,48365227.94055915,45997121.09125718,52841192.64600998,46957486.43927553,47883999.795459196,47972094.539527304
50857106.666666664,46983865.77764893,47318917.004048586,46455311.18541689,46530914.538310416,53417982.53275109,52562009.988692045,47782594.91404011,47909549.76117767,46154763.79816976,45817393.1078494,46325517.07742293,52027329.22680886,46727541.419513196,46502270.57864711
45599136.666666664,46237999.710102916,47153668.466036886,48799656.99493043,47902577.60314342,54010570.305676855,54439349.79268752,48536050.32234957,52330050.11353849,49186920.59440853,46419760.78493937,46248063.23797448,47315834.32931875,46536430.7629372,47282079.86960065
46051558.333333336,46599630.38121467,45751927.57534863,47915532.305037215,47047837.91748527,47710461.13537118,47267504.71164719,47696414.756446995,50687966.48657114,46930759.80186383,48029009.25335035,47572785.48220937,46110991.08209984,44238235.83554919,47523765.281173594
50171268.333333336,44513665.74865922,48228127.71030139,50376841.76464243,47339843.81139489,50435587.772925764,52128842.81944968,47816215.974212036,48557719.144937746,46956716.480564184,52061436.662412256,46669866.07496632,47686465.93729889,45186032.93106975,47292265.68867156
49201360.0,49335966.082040876,46871460.86369771,47641052.74511919,48228334.97053045,46429189.51965065,47064669.24236713,46278974.749283664,48306012.0585702,46900329.94710772,46807521.53797065,48293670.65536097,49860103.88893996,48671085.21169973,47667838.63080685
46725901.666666664,46049855.051456735,47802561.853351325,47115324.30158559,45368125.736738704,48029163.31877729,47152323.784395024,45872846.525787964,50364945.5798293,46748764.16757619,47257092.37396298,49367163.80061811,48598466.488921575,46653022.090407036,49353931.5403423
45938175.0,48257964.92245253,48538774.62887989,47637701.43458095,47670929.27308448,47254745.851528384,47872176.78100264,47404827.18481375,49149216.19293712,47678540.00503736,48025145.1818762,46271985.894286394,47083772.179828994,46607175.29147065,47694021.18989405
48982721.666666664,46792904.768807076,45695570.1754386,47033522.813073024,50789589.390962675,52657589.62445415,46794442.25405201,46313124.10458453,52926981.44233028,46440792.64545378,46328952.616464585,48830598.39923924,46103644.38723913,46814469.21660871,45885274.65362673
47054825.0,46675783.44687636,46125625.2811516,47291090.497249484,46924249.50884087,48777161.572052404,50194297.964568414,46822018.26647565,46843353.03421815,46845754.344723366,49786582.641991064,48669815.3577938,45697250.16088995,47801567.805277154,47770984.51507743
46889306.666666664,46929256.41397304,49014941.52046783,52067101.71502535,55680168.95874263,46569344.97816594,49467320.95740671,46152696.09598854,46522536.99788584,47958612.207203425,46032452.23356733,46944849.03716618,49092338.88020594,47698202.2090407,46725199.67400163
50376695.0,47710289.89708653,47035838.95636527,48256153.597238705,47578604.125736736,47927774.672489084,47608071.051639654,46703643.44555874,45939667.2147835,47308646.729913525,46688595.24569241,46403612.80608606,47237864.30081824,48051254.85784414,48490479.217603914
48190586.666666664,45876170.69140455,48417279.577148,47496319.70661201,46415452.84872299,47990504.0349345,47290933.84847343,47546329.691977076,48572858.03774176,48111580.8916128,46425233.726866625,49974894.99960377,52621889.41803806,48829003.886275314,45504241.238793805
45885490.0,48129897.086534284,46829273.504273504,46796194.58526588,46883873.28094303,46651342.3580786,46654665.47304938,49883883.41690545,45653967.58280479,47110617.076651834,47794848.436502874,46149068.07195499,48234436.88517054,49331388.21844958,45159502.85248574
44220531.666666664,47566625.59791274,48413161.268556006,47785331.679430485,51109363.45776031,46263148.47161572,48603500.75386355,46158703.43839542,49223720.14720852,49106229.535723284,45903003.66943204,49420188.921467625,48700338.32858325,47512174.26876662,46984594.94702526
48012618.333333336,46126374.83693289,48028234.36797121,50236130.94596052,48702420.55009823,49416616.593886465,47029202.78929514,47153008.59598854,48294229.11283376,45325737.55352195,47128998.88321634,46671571.439892225,46205119.05856394,45540635.09920229,46050671.75224124
48488986.666666664,47710618.930279754,46700387.98920378,46547093.085967,49147067.77996071,48968088.20960699,48239968.903128535,47778501.96991404,47520991.30843317,47093642.01158593,46394549.2980217,47673915.52420952,47554233.70414636,46746606.66803027,47584741.64629177
48858965.0,47196034.20785621,48223922.62708052,46388048.7541797,47962207.269155204,49183862.00873362,52634339.4270637,48519374.10458453,46570664.78740897,47319825.37150533,47446686.3433312,46124279.26143117,46660281.32757194,48070436.69462058,46725338.22330888
47477373.333333336,45587615.596463256,48325179.937022045,49186922.01488513,52567703.33988212,46643137.99126638,51312578.21334338,53979409.025787964,44636492.052306004,49560185.542775586,46908268.18761966,48133706.31587289,49220470.718028866,46663922.06995296,47967334.96332518
47192750.0,49124136.83142485,46858370.44534413,51461197.28184662,47913122.78978389,47893287.33624454,45925980.02261591,45993003.2234957,49814865.71137734,48418063.134917304,48339442.40587109,46417174.8949996,46083649.90346603,45664326.03804459,47466531.37734311
44709480.0,48189782.5771851,46908731.443994604,45687218.20731313,51549201.37524558,47958672.48908297,47152757.255936675,56888560.17191977,48080699.240466684,45928531.71018387,47111463.784301214,47545708.85173152,49433633.35478532,46192982.204949886,47735599.02200489
50323128.333333336,47834375.996521235,46069134.05308142,50467204.35767447,47055647.347740665,48904080.349344976,47796864.869958535,47290358.16618911,47156868.68686869,47041104.021492735,46660733.886407144,47244936.99976227,48707222.57975545,48611191.450194314,51142901.38549307
47110608.333333336,46904860.124655746,47093181.51147099,47798531.981447525,47155796.66011788,45540330.13100436,45916087.825103655,48879030.40830945,45592653.66846762,46320544.87448577,46316747.76643267,48438188.44599414,46243143.329962306,46452106.77030067,46937729.42135289
51762763.333333336,45285822.58298304,45576600.31488979,46995008.089742206,47361563.85068762,45529159.82532751,46999169.80776479,49094780.62320917,46214857.881136954,46692974.561329864,51223273.89917039,47305444.96394326,47691473.75195366,46165577.82777664,51508257.53871231
46482498.53333333,46366712.5670387,47095266.5317139,48171249.48764966,46859849.70530452,46507039.30131004,47359277.23332077,47590719.01862464,48607372.17132566,47300162.87465368,46858076.73899171,45914104.92115065,45994575.71021421,48456015.54510125,45025199.67400163
47249505.0,50613678.79402812,47347158.11965812,45607074.749217995,48054640.864440076,54859590.3930131,47852962.68375424,45788912.96561605,47365948.63362305,47352686.72655529,46559679.32354818,46651958.95078849,45486112.89877724,46467054.612395175,46649286.06356968
47300078.333333336,46365593.56428468,46374886.41475484,52855533.38366951,49834133.59528487,48117562.44541485,50484430.041462496,49004965.974212036,45561255.97055829,48267840.785828225,48682287.81110402,47096689.11958158,46366628.66599246,48552489.26160769,51240304.80847596
48249311.666666664,51276034.20785621,46389012.595591545,49261767.878330275,48110440.19646365,46022561.572052404,47932026.008292496,49855288.323782235,48409325.81630256,47126132.1467551,47024507.01978303,48955393.454314925,47112922.680886276,45810926.56985068,46342216.78891606
48675416.666666664,46324220.90157994,47949299.37022042,46911347.21173552,48402973.47740668,45911174.672489084,46661365.4353562,48855408.41690545,51647960.22237883,52132584.16589707,46810157.147415444,50835803.15397417,47732004.22910729,46156229.2902434,47644446.61776691
48053941.666666664,48086113.92955501,49714749.21277553,47007483.550857514,48151747.544204324,45656090.82969432,50319752.167357706,48244534.38395415,49165516.71756323,47457333.69154563,46689218.25143586,45281090.41920913,47352141.3257332,47931574.96420536,52534146.6992665
47020681.666666664,46239323.090302944,47005558.25461089,47514010.35487002,48042100.19646365,46480175.54585153,49459701.281568035,46028309.455587395,45788690.000783026,47216411.720258586,49073217.932354815,48156815.120057054,48808995.1273329,48207741.86950297,46921287.69356153
46907628.333333336,46867730.10581244,49324731.219073325,46033575.66605544,46837367.504911594,47409430.56768559,46998466.83000377,46506670.09312321,50410487.91793908,47728630.67752498,48186198.94703255,48173843.410729855,51854864.39275535,45646077.93004704,47583952.73023635
50485241.666666664,47450720.394260034,47702737.42690059,48333749.325854816,46795284.87229863,47633172.925764196,47404370.52393517,45229312.320916906,48059214.62688904,48071431.449920245,47351837.10912572,46293978.92067517,49320144.34127057,46743478.21640417,47033980.4400978
44895385.0,48687334.39628932,47339252.58659469,46206526.804012515,48285840.864440076,44825887.33624454,46946857.33132303,46652817.872492835,46662612.168193564,47520384.5185123,48029991.22527122,48494921.24574055,45708685.29925531,47536627.12211086,44957232.534637325
49412460.0,44839933.3236701,49449351.10211426,48545225.973465644,45665161.100196466,48187662.00873362,49248845.79721071,46858630.90974212,48831559.000861324,47211421.37519939,49477753.66943204,47591321.816308744,46576865.8637492,47467928.00163633,47797302.36348818
47909700.0,46510717.49528917,49571986.05488079,49262350.33976917,46756406.67976424,48229788.64628821,46961373.91632114,47582539.3982808,46947551.483830556,47978746.53681471,45906455.00957243,54813070.766304776,47262210.16824492,45198910.82020863,45515326.81336594
48107520.0,46473020.72764169,50402868.870895185,49501907.021896236,46608110.13752456,46229712.66375546,45525672.93629853,45156559.2765043,48261052.3843082,46398173.11728654,50374747.12827058,47697695.53847373,47369619.38034385,47047255.06238495,45549025.264873676
46742040.666666664,46580833.45412379,44420447.59334233,45660872.61352605,46328491.15913556,45573761.572052404,46695508.02864681,46985886.568767905,48887872.523686476,46798672.6555285,49316488.513082325,46786612.25136699,49436185.52909809,46467203.92718347,44739587.61206194
46457168.333333336,48471317.5822583,44816700.53981107,46779716.31970661,48235354.145383105,46719721.537117906,47796797.964568414,47500695.73782235,49542420.421266936,46788585.34128117,48347288.60880664,46014685.791267134,47690517.60595752,47685655.55328288,47468120.6193969
45400108.333333336,48134996.37628642,46642016.41925326,48088361.557545036,46374943.02554028,47488970.305676855,47232434.036939315,46852300.32234957,47164405.2932425,47526132.1467551,48804555.00957243,49251174.419526115,47638950.07814655,47504238.08549806,50552409.127954364
45742073.333333336,46061255.2543847,46231947.818263605,47602694.42347104,45342606.09037328,46617682.44541485,48024011.49641915,45822337.92979943,51622147.05191449,47034170.09487029,44781681.55711551,47959770.98026785,50296254.48193435,48995040.90816118,45997297.473512635
47353791.666666664,46086270.47398174,48767300.944669366,48436587.20742099,46798207.269155204,46030070.74235808,48510047.11647192,46884477.07736389,51531242.75311252,47237242.8847284,46488295.309508614,50701463.00023773,47454083.07437713,47956422.58130497,51565540.34229829
46459225.0,47757177.85186259,46677254.835807465,48245328.4435336,47180806.48330059,47844421.83406114,48025655.86128911,49527046.0243553,48655911.048469186,45882742.00319033,48298296.20293555,49394378.31840875,48491167.60136067,46620053.18060953,45572436.83781581
47922583.333333336,51985060.153645456,55376020.0179937,47092329.845755585,46519691.55206287,46780213.973799124,48131171.31549189,46889129.65616046,48913092.94495341,47182627.92376795,46221388.80025526,46312513.6698629,46743162.63675646,45357546.53303334,49860506.927465364
47935865.266666666,47424968.8360632,47457282.95096716,48537671.23287671,48423742.632612966,46588246.28820961,45605664.45533358,47142823.24498567,46725264.39589696,46131948.61892369,47532949.10657307,48485942.62619859,47582314.05718488,47559715.688279815,57893876.120619394
48527651.666666664,56617669.227424264,50780729.86954566,44244762.16157912,49474045.30451866,47174957.205240175,47501526.57369016,47638373.03008596,48177292.3028737,56079844.681386955,47028042.437779196,53724544.734131075,49787069.96414453,46345262.83493557,47815484.922575384
45249316.666666664,47605274.67748949,48810795.09671615,46853261.78405782,47848633.59528487,52079290.82969432,47652916.50961176,47037392.550143264,48260571.60754835,50172676.61825204,47175488.513082325,46110542.8322371,45212954.85887653,45992411.53610145,46247936.43031785
47553225.0,46797351.79011451,47810192.307692304,47702066.65947578,46195734.7740668,48710162.44541485,46903284.960422166,48264178.90401146,47668568.632057,47810716.14474016,48130548.819400124,47150543.624692924,46397361.40479912,50180624.872162,45557804.40097799
48380190.0,46386658.93607769,47144410.70625281,47204088.01639521,48050059.92141454,47492509.17030568,47970739.72860912,47947617.44269341,46608161.45955681,48050343.380068846,46676728.62156988,47927289.00863777,45124120.6214949,55610058.29412968,45240933.985330075
50586100.0,47599563.87882302,49108940.620782726,48183863.66087801,51016377.3280943,47478892.57641921,45967720.61816811,46799911.353868194,46516261.843238585,47198851.48182353,46991406.44543714,47275195.34035978,47658436.149673626,47917963.79627736,53590656.88671557
46747256.666666664,46674447.02130744,53620963.787674315,46746605.54416999,49958457.760314345,46143628.8209607,47387826.04598568,48971947.528653294,46888661.02889359,48653705.81815129,47845686.821952775,46421823.7578255,46086519.2608256,46118422.090407036,49998237.97881011
45749265.0,48015173.2135092,53152204.22852002,47108714.27030525,48982697.445972495,48281048.0349345,45900397.663022995,46715919.59169055,47271134.60183228,46337321.06456217,47533822.718570516,47914982.96219986,47212357.267628945,50166165.88259358,45284052.159739204
49523575.0,57131716.19075228,45962029.91452991,47579239.56423255,47517557.956778,45507837.55458515,49330917.82887297,48088345.27220631,48050940.41187064,49700912.73612627,46892696.33056796,46815488.54901339,48166187.47816493,49020129.024340354,47800255.908720456
46274166.666666664,48877953.326569065,46881015.51956815,45342258.65602416,48393614.93123772,48694372.925764196,46658941.76404071,48137957.55730659,46712014.72085193,47564875.661153555,48718743.61837907,46392572.31159363,48239843.81722902,46786399.059112296,49688655.25672372
47779650.0,56456957.530076824,48765745.614035085,48086867.65181749,47367425.461689584,45719197.37991267,48899646.62646061,47780718.12320917,47851478.34938533,47362843.58995886,48564757.49840459,46798691.65544021,47112776.5008734,50249390.468398444,49193108.394458026
48325971.666666664,46961163.93680243,47064209.4017094,50093765.50533923,46157145.38310412,47934571.1790393,47420861.289106674,49353570.91690545,46588485.16169447,45638965.661993116,48512961.86981493,47808381.01275854,47719431.82862922,48457140.51953365,46703928.2803586
45074770.0,60246359.06653138,45530152.94646873,45873700.78740157,48623755.40275049,53105041.92139738,48671421.975122504,45397410.458452724,51482995.84997259,47481259.34010579,46847843.80982769,47241031.777478404,49405888.5722166,47367222.335856006,48786797.06601467
45789305.0,49360858.09537614,47785441.97031039,46291235.03397692,46236806.48330059,50206496.069869,50572031.813041836,46926236.568767905,49380773.627750374,52874561.32986315,48872967.772814296,47186788.96901498,49657130.642640434,54436279.40274084,46861511.00244499
48478703.333333336,47236541.527757645,48769896.536212325,46870726.99816632,48142838.899803534,47542676.8558952,47490796.26837543,46896078.08022922,49418615.613499336,49623710.85551171,47067391.51244416,47694942.54695301,48388789.18819527,45761919.61546329,47343374.083129585
47584446.666666664,51410208.725902304,50178396.31129105,50599379.91586668,47677147.504911594,46190804.36681223,45595921.598190725,46009048.173352435,48436274.37162321,47519928.13365796,48309126.51563497,46862359.93343371,45179560.65091477,46005568.62344038,52250549.307253465
47372291.666666664,47713188.86795188,48716556.45524067,50980667.15564664,46342116.89587426,47878327.86026201,47163044.66641538,47121387.35673352,47375712.94338736,48072619.427420035,48638016.911295466,47194446.46960932,52886612.11731176,47980298.6295766,46930907.90546047
49283831.666666664,46858905.638498336,46831812.865497075,47956785.67576313,48826973.47740668,49408114.41048035,46765707.68940822,52457320.12893983,48288401.06491269,47145859.28973218,50784676.13273772,47357143.9892226,47280600.34936104,49747454.48967069,46102174.40912795
47004953.333333336,48362744.049862295,45190573.54925776,47477537.482472226,46512434.184675835,47300730.13100436,45821062.94760648,46162998.853868194,47882262.1564482,48806273.19284695,51022193.682195276,49431596.227910295,47073684.287947044,49287366.53712416,45221295.84352078
46697590.0,47076311.05957385,48508358.07467386,49398753.10106785,48274563.85068762,49182169.43231441,47386690.53901244,50282329.87106017,48109529.40255266,48313440.517169006,48382784.10976388,46889698.07433236,47157742.02445527,50659379.21865412,46517685.41157294
45705575.0,48107476.44586172,45939148.67296446,50444984.359831735,50845046.168958746,48235284.716157205,46264695.62759141,47510026.86246418,45825073.99577167,47100240.95374024,46827994.57562221,46829984.150883585,46666902.6385952,49139458.98956842,51915230.64384678
46977156.666666664,47564397.970720395,49646801.6194332,46758886.85147233,47315479.37131631,46385521.537117906,48171599.24613645,45739202.18481375,51222701.43293399,46747358.74401814,46095217.772814296,46918691.65544021,45295068.49315068,47701966.65984864,49227020.37489813
46357915.0,46520675.46021163,49575031.93882141,48338416.56779204,49856195.48133595,47170137.11790393,45612930.64455333,47107987.106017195,48192125.1272414,48587880.950382,52777637.20485003,46745625.64387035,46601819.43550611,47826518.71548374,50543062.75468623
45305040.0,47591703.14538339,47021998.42555106,45983514.18401467,48304928.68369351,47710269.86899564,47215177.15793441,46427809.81375358,46226945.51718738,46813678.21341617,46776025.04786216,50169102.27434821,47893533.14332996,50080752.71016568,47089693.56153219
46912891.666666664,48458634.58472242,49375564.55240666,51115189.29996764,48227745.57956778,45453714.41048035,48982024.12363362,46938265.58022922,46842026.46621251,48129402.233229786,46539402.616464585,47290912.909105316,47234114.18589684,48630304.765800774,48798811.73594132
45798666.666666664,45427276.64878968,52737880.116959065,48378013.15931399,46687752.455795676,47225396.506550215,45910528.64681493,47342385.38681948,45373406.93759298,48604385.02224834,45452942.82067645,49684493.31959743,48363134.1362508,47270292.49335242,48600782.39608802
50545683.333333336,50034691.984345555,46510298.02069276,46990319.2751591,50243406.67976424,50401204.61135371,47060676.59253675,47048441.977077365,48197227.31187847,46065475.61077995,46753171.665603064,47707102.78151993,46838157.580215134,48216416.445080794,47219714.75142624
45928533.333333336,49539036.09218727,46566879.21727395,46633052.52939273,47314081.5324165,46254476.8558952,48299315.868827745,48676512.35673352,46423182.209693834,44794240.61791621,52727106.732610084,47009931.05634361,48397012.963133216,46834831.25383514,47446366.748166256
46641518.333333336,47003346.86186404,48865003.373819165,47916832.05695178,47033940.19646365,47052646.28820961,47803032.41613268,52108008.59598854,46735023.19317203,46854970.1956175,50702288.60880664,46573417.069498375,47466461.340443134,46279335.24238086,48365039.93480033
47311300.0,48007827.221336424,50328732.56860099,47166451.299751915,46547105.10805501,46939111.930131,46851509.61176027,45213555.694842406,47713143.841515936,47227695.407606415,48059980.85513721,47790893.89016562,47176294.934264965,45369108.202086315,46161080.684596576
48216883.333333336,47958370.77837368,54877087.26945569,48920756.25067414,48281100.19646365,49271126.637554586,49528377.308707125,45479297.09885387,46878567.066008925,47614962.63957686,48419202.29738353,47577455.42436009,46938038.061965615,47949628.758437306,47884757.94621027
53614163.53333333,45901082.765618205,45013080.296896085,47460353.92082839,46456436.14931238,46804297.816593885,47496194.98680739,47516951.11031519,46416622.81732049,48567991.77231131,49716493.29929802,47575854.6636025,47188450.30798934,47077979.1368378,47872145.06927466
47728295.0,46698128.71430642,48718793.29734593,47396409.23309244,47313790.766208254,45566079.47598253,48397876.93177535,49690541.72636103,47875693.994205624,45660015.95164134,46177076.419910654,47061682.383707106,47630424.74947136,46894854.77602782,47675028.52485737
51213436.666666664,46724477.46050152,48475143.94961763,46522521.84230396,48486634.57760315,46810930.13100436,50708096.49453449,46738257.52148997,46408907.02372563,48552424.64948367,49278544.19272495,48426333.30691814,48562931.87459777,47796712.129269786,46530392.82803586
45790560.0,46951843.74547036,48890008.32208727,48724835.50857513,48881619.84282908,48475345.11790393,46340849.03882397,45796246.41833811,54324988.64615144,46669761.900763996,47263770.74026803,48421538.15674776,48673852.16511906,47374560.23726734,49061121.434392825
47295290.266666666,46512503.26134222,47519242.01529465,47344505.447093084,46742625.736738704,45536507.772925764,45480539.01243875,47487273.45988539,48447178.76438807,47090119.21753001,47293250.63816209,47531443.854505114,48117476.326192886,46229453.876048274,48740818.25590872
46905451.666666664,54937323.38020003,46987669.81556455,47211720.54794521,48551456.77799607,48367665.50218341,49524715.41650961,50263762.679083094,47144304.40842534,54095464.696499035,47690548.819400124,45761460.496077344,45392352.67077319,46949720.80179996,46096052.159739204
49221828.333333336,46924280.33048268,48220399.235267654,46092937.115737244,47712944.007858545,47234712.13973799,46077048.62419902,51209467.22779369,49318370.52697518,48476045.672067836,48364889.917038925,47601332.11823441,46157017.55998897,45654831.25383514,48444805.21597392
45965616.666666664,48049221.62632266,47769708.72694557,53562270.5209794,47507668.95874263,46060948.61135371,47989180.173388615,52050145.952722065,48169079.946754366,46674062.63118126,46010299.266113594,46771148.26848403,47117697.894640066,47019676.82552669,43898417.27791361
49185645.0,47044584.72242354,51510672.51461988,47750969.69043253,45828013.75245579,46527295.19650655,48164277.23332077,52878042.72922636,47031056.299428396,50154563.84854336,47006331.36566688,46901145.09866075,49492229.47503907,44932946.41030886,47384694.376528114
47386781.666666664,47993652.70329033,47002926.225820966,47181490.66983066,46637750.49115913,45760828.8209607,46988182.24651338,49119552.29226361,46866041.030459635,45381064.562169425,47839888.64071474,58721280.60860607,47520147.099384025,46678550.82839026,47665814.180929095
47714851.666666664,46933678.79402812,48588707.82726046,48070623.44946608,48561499.017681725,53264809.6069869,47245704.8624199,47137373.746418335,48381299.81990447,45790740.4919822,47095201.81876197,48140851.09755131,47405876.62039165,53388755.369196154,46434050.52974735
60348173.333333336,48543035.22249601,48943598.740440845,49194704.99406752,48993243.61493124,46394830.56768559,46566119.487372786,48631462.21346705,49370570.04150027,45718919.48618924,47277157.785577536,48551504.968697995,46111320.21697159,49734519.32910616,47706161.36919315
47938091.666666664,47485799.39121612,48434528.78992353,45297069.35605652,47233357.68172888,48354708.29694323,47465786.84508104,46802805.33667622,46456731.65766189,46836691.42809168,48034621.09125718,48668251.05000396,46684286.10830192,47295236.244630806,46776348.81825591
47701313.333333336,47229662.26989419,46363702.20422852,53644994.067522384,47470258.3497053,47201049.78165939,46737083.49038824,48608618.3739255,47791133.0357842,47731002.434724204,48466776.005105294,49631260.00475474,47190022.98427875,50868101.98404582,50121765.281173594
46064618.333333336,48451090.01304537,48004534.41295546,47410530.81652465,46114695.638506874,47548862.00873362,47789737.203166224,45977421.34670487,48016401.2215175,46367380.572579965,47323806.63688577,48184131.86464854,48514445.159510896,47142140.51953365,47013962.51018745
56356483.333333336,46959557.90694304,47730074.22402159,47432081.760327905,47588483.30058939,47008932.751091704,46604714.47418018,47070572.170487106,49110351.67175632,46260897.48971539,46296652.13784301,53768563.27759727,46613465.10986485,50059845.69441604,47939916.87041565
48860413.333333336,46941579.93912161,47822986.954565905,47191077.55366196,47273019.64636542,47449989.51965065,49370773.76554844,47551672.63610315,51937494.32307572,47959458.81957854,47593534.71601787,46910448.52999445,46663133.21687965,46420339.53773778,49058947.025264874
46534242.333333336,45208750.54355704,44611397.88573999,48121549.04541042,47264805.50098232,48104452.40174673,46966931.77534866,46788286.1747851,48041311.56526505,46693559.02946856,49150946.07530313,51004388.62033442,46598682.54114186,45841960.523624465,49118539.52730236
46491420.0,47754515.37904044,46269866.171839856,46410774.45798727,45331505.893909626,48168376.52401747,48396837.54240482,47604629.29799427,46452337.32675593,47597833.93501805,49394740.74664965,46999140.977890484,49462143.97352211,47510947.02393127,52019801.792991035
45829751.86666667,48148076.53283084,47433364.82231219,49298239.67209578,46546731.82711198,49672468.12227074,48599255.55974369,46751366.40401146,49057318.14266698,47063801.52799933,47033990.108487554,49475674.77613123,49008809.414360575,54011426.672121085,46782231.4588427
46592733.333333336,46564849.978257716,48628363.02294197,47025134.28972063,47713461.68958743,54748001.74672489,49018848.47342631,47388176.934097424,45793980.89421345,46605106.20434892,46860939.693682194,47450434.26578968,51635978.67058932,47354426.26303948,44588453.13773431
45267655.0,53261130.598637484,50526901.70940171,45366363.930536084,50496455.795677796,53695848.0349345,46830720.882020354,47208953.40257879,46925156.996319786,47122078.75073461,52576389.59795788,46392280.02218876,46748382.826146916,47242937.20597259,44702073.349633254
47279268.333333336,46217556.39947818,48279226.27080522,49252343.86797541,48057684.67583497,47067654.148471616,46404332.83075763,46440745.88108882,47089533.317672856,46969390.4793888,49978308.07275048,46631282.193517715,48904638.22745242,47255689.30251585,46689933.170334145
46097903.333333336,46953919.40860994,47257814.889788575,46579545.89580412,47718924.361493126,50776608.838427946,47193407.57632869,46386130.90974212,47831048.469188005,50307351.1879775,46841786.05615827,47062596.085268244,48972363.70322699,47638176.518715486,49755862.10268949
49067336.666666664,48744855.77619945,46128156.770130455,48187130.83809729,49305350.68762279,51079140.61135371,46006192.159819074,49373313.93266476,48816897.00101793,46039811.09898413,47003196.394384176,47068148.03074729,47401774.496644296,48487341.99222745,46243465.362673186
46685440.0,47524370.198579505,48560727.62033288,48963080.57383238,47784954.81335953,46880958.07860262,46274976.44176404,47708587.03438395,47167239.8402631,47595821.610276215,47367227.98340779,46812736.34994849,48537160.98188839,46920426.59030476,48477726.16136919
45231308.333333336,51345554.428178,44825043.99460189,46960990.18444612,52600343.81139489,48873188.64628821,51932977.76102526,48419383.95415473,49163886.93132879,46173406.09520611,47426663.20995533,45861103.89095808,46611749.5632987,46469047.862548575,48853739.201303996
48919558.333333336,46935671.836498044,52139236.392262705,46933530.36349908,47598140.47151277,56020344.104803495,48266606.67169242,47329245.16475645,47337085.58452745,46295851.73369154,46918788.28972559,47560979.47539425,48995081.36434679,50995408.181632236,48526904.64547677
49826741.666666664,48093603.42078562,45551108.86189833,46834260.726998165,45211668.95874263,47458018.44541485,46130713.34338485,46307861.747851,46434406.85929058,46499444.21123331,47291077.696234845,49424463.90363737,47902021.69715914,45789764.77807323,47205913.61043195
49186400.666666664,47641229.16364691,47917092.89248763,53024071.8369108,47719398.82121807,47614729.25764192,51682519.788918205,47030577.54297994,51049968.77300133,47730722.96196793,49648219.52776005,46540211.42721293,46566755.53921118,47205202.49539783,48625766.911165446
45193978.333333336,50139643.426583566,48044217.273954116,48128194.369539425,47875828.09430256,46807917.90393013,51879172.63475311,51671216.869627506,47857853.731109545,47646408.49634791,46478159.70006382,48503021.6340439,47756604.76234256,46137330.742483124,45334505.29747351
47654686.666666664,49385942.89027395,49198319.83805668,47851830.43900334,47089256.38506876,50715816.593886465,46408651.63965322,49644264.86389685,47961103.28087072,48700288.80866426,47964069.08104659,56997561.61344005,47814301.73761147,48459892.61607691,49725251.83374083
46001895.0,47038665.02391651,48356952.451641925,47613620.9686118,49922424.361493126,47989892.925764196,46074675.8386732,49102962.17765043,49380032.88700963,46978207.539249435,49714816.528398216,50991231.0008717,47000429.34632711,50008150.951114744,48480003.2599837
45372676.666666664,48115837.07783737,46128755.06072874,46961889.936360694,46021608.05500982,47613489.082969435,45045346.77723332,47756567.872492835,47368735.41617728,49433252.455713205,47515228.940650925,45738356.4466281,49161164.84324722,46588311.92472898,47914052.159739204
50245085.0,47114241.194376,49824457.9397211,45152154.02869162,45067781.17878193,46254542.3580786,48395310.96871466,47287707.73638968,48618104.29880197,48278887.58290656,48796848.27696235,47950782.24898962,47920695.96396065,48381627.12211086,45710920.945395276
46173528.53333333,46262117.69821713,46674779.577148,47663144.21313774,47946739.68565816,47446924.8908297,46861422.91745194,45377758.775071636,48177876.43880667,49686392.410376966,47404492.66113593,47306890.40336001,47438632.89509975,47880724.074452855,45205194.78402608
48503890.0,45773448.325844325,46705951.41700405,48328075.71998706,47110838.15324165,47090503.05676856,49093300.15077271,47157497.31375358,49156889.828517735,46669942.9099152,48312301.3720485,46196713.02004913,48088364.438723914,49286812.231540196,46452285.24857376
47366865.0,48306468.18379475,45878292.84750337,47437183.69107971,49016575.756385066,47828174.672489084,46979286.65661515,47243286.1747851,47570273.27538955,47665677.94475695,49209142.4696873,47374303.82756162,47447789.83175508,46793020.04499897,47431607.17196414
